ID,Property_4
"a91f204e-536e-46fa-a711-9a816e36cce7",Q_34
"0337a8d0-1a23-4c39-a388-f51040334714",X_91
"22977b6e-58d2-4681-a5c7-48711f915764",W_11
"9e6f6663-f0c1-4913-838c-d1ab917b97c2",A_23
"2531bab0-a4e2-440a-a447-37374d75b542",N_17
"b8a3448e-af21-448e-88a4-6d4643a57009",K_79
"8a67936c-1cf8-47f8-85b4-a0923a19be59",I_66
"0994d038-e473-41b3-a3bc-13119a394c61",E_74
"a31dd25e-bc24-4778-846e-715a23065ee3",Y_11
"14250f5e-627f-4418-beb5-feed9298af2a",G_12
"a93cb1e9-36ee-44b5-b197-20493677dfd1",O_88
"782128e7-6418-4368-85df-c4501fa9b262",U_89
"cefeca0c-d8ba-4caf-8d66-ff2d916269f6",O_63
"c8f10b51-3a1f-424f-9cdc-35edc905cfb8",H_56
"fe856ba0-5b76-4d02-bc20-259994993c06",L_60
"a49f1026-303f-4012-a65e-b8d9fde7e285",P_11
"8e974145-1a45-4bb0-8441-9ebfff81f10d",U_59
"079cf052-5fe7-42ad-b1c6-e0c7fb53dcf4",Y_31
"eea08b84-38df-4880-8e77-248b4003234f",J_43
"d69d19f2-8131-444f-9874-66d6a9600670",Y_96
"564403cb-4595-45c3-8291-a4df444f7958",M_52
"ac28cfaa-6285-4737-9f2c-fee17b667dd5",L_54
"e251d49d-e336-4971-b1fc-13b90d7d8a3d",Q_44
"06f0a351-7192-4339-a9e7-6c3a925e4034",H_73
"0e57741b-8efc-486f-a4ce-4c22ba80d4b7",G_18
"8100c173-d311-4a30-b924-9efbcaae9799",R_13
"b88ac898-e939-48f3-b128-baa9590f2649",T_53
"fd2476d2-5873-4906-8062-07417de884fe",P_54
"6fa73adf-acaf-4bd7-981a-9462b87e49bc",E_79
"aa0db5a2-b56b-414d-b0ee-0aee0d4c0e8a",B_12
"a214cb05-9328-4721-a752-3fad57851b28",K_31
"7ef1e59d-8b85-41a3-80b2-b2ddefb476c2",K_74
"648cdad3-7ef2-40da-b0a6-1da7740155ba",E_21
"91dbdb44-e819-4e3b-9a03-ecd261e2e647",R_54
"822becb5-cb58-4dae-aab2-fc6854f514bb",J_70
"8d9c7fd7-7254-4869-a74e-4b60d7006f1a",B_39
"e7f09ec9-035c-406b-9274-be97fb38edd4",S_98
"237eb18f-8312-4fe9-98cb-8bf8c624501e",G_82
"c7e43be7-a865-4b02-9539-cec8c3490770",D_12
"02d06257-ea47-4016-a781-485b30110a8f",X_90
"f51f1fe7-06b2-45f8-bd00-db8bc0985d8d",A_38
"b554006c-1afd-4244-afe0-413c5d6ef0f6",Y_17
"13230023-bc93-419b-9917-494fc083f6ac",O_38
"80014da0-7612-4165-8809-ecd5d9ed16f5",Y_16
"b2052bb2-c53d-497b-90d9-52424349356f",Q_27
"50f34e3c-f794-4fd8-8d2c-7f4d7d76e200",T_38
"0b335b7a-f778-43b7-bf69-f993af0827fa",A_71
"0a90c53c-1824-4dc1-96f0-38a52fedebf0",G_95
"222f9602-c9a4-43a7-8907-7b2a29e8aded",T_52
"ade9332d-b0dc-4477-bbc6-bdeee6f784da",B_32
"eac23725-ce62-4fdb-b667-337ae1ea0460",K_56
"99ef7ab3-4b1a-41eb-b481-ac55b388ecc8",A_38
"31d8fdfe-b6c4-4b5d-b673-514675eed8bd",S_18
"dca7cfa6-b840-40e8-980e-cb01ed670c52",A_56
"9e37bf97-6281-48f9-8946-d56dfde5b27b",X_57
"2484a040-9227-474f-8204-06828cb891e3",C_88
"15309e14-a36c-4325-aa6c-2ed97034ad92",N_89
"1788c11d-3f63-4eb6-90d1-2d8b5283329a",S_85
"9d4618a7-54d3-458e-b7f9-f54ed90a76a8",Y_14
"7c70ad7b-b232-4095-b067-fd7f72c214ff",V_62
"785a1c2e-4cc5-4a1e-a8b4-23c1bd8ff84b",W_40
"3b3abb64-5cb5-46b6-8fab-409d9e4f09f8",O_92
"931363c8-d81d-4097-9243-64ed98ad321b",P_52
"ee803f68-d1ad-482a-becd-e57ee1bd1967",A_79
