ID,Property_1
"73bf3af1-1e5c-4e10-8ca9-8572bce76abe","titanium"
"d39fe150-f28e-47fb-9d3b-a3d875979e47","mercury"
"cefeca0c-d8ba-4caf-8d66-ff2d916269f6","tin"
"040e8721-9511-4bf4-95ea-4dc3cb8159bb","platinum"
"09ce74b8-3ddd-47c3-958f-6721af2f628b","lead"
"b554006c-1afd-4244-afe0-413c5d6ef0f6","mercury"
"bf471b8f-e62b-479b-a740-e797b8b0b6c1","nickel"
"b88ac898-e939-48f3-b128-baa9590f2649","steel"
"782128e7-6418-4368-85df-c4501fa9b262","platinum"
"61761d40-e267-45e8-be89-fcf3ecde1ae0","copper"
"e251d49d-e336-4971-b1fc-13b90d7d8a3d","nickel"
"59e65d05-88f6-4ba8-9206-ba0623dd864f","lead"
"843c9734-9966-423d-b95e-fc68407e1bd5","lead"
"785a1c2e-4cc5-4a1e-a8b4-23c1bd8ff84b","aluminium"
"fe856ba0-5b76-4d02-bc20-259994993c06","mercury"
"7c70ad7b-b232-4095-b067-fd7f72c214ff","gold"
"4a3be5f1-0520-4a5f-8f41-bedc12fd7dad","nickel"
"0994d038-e473-41b3-a3bc-13119a394c61","mercury"
"a214cb05-9328-4721-a752-3fad57851b28","gold"
"2484a040-9227-474f-8204-06828cb891e3","brass"
"8e974145-1a45-4bb0-8441-9ebfff81f10d","tin"
"237eb18f-8312-4fe9-98cb-8bf8c624501e","gold"
"cdff2b37-2d12-47d8-b553-79286a9eabdd","titanium"
"8100c173-d311-4a30-b924-9efbcaae9799","silver"
"31c71b48-a526-4f84-af02-59c1e1372b90","aluminium"
"e0f36d05-f112-435b-b525-57f699f332f9","nickel"
"99ef7ab3-4b1a-41eb-b481-ac55b388ecc8","gold"
"fd2476d2-5873-4906-8062-07417de884fe","iron"
"2531bab0-a4e2-440a-a447-37374d75b542","copper"
"2b62a46b-aa28-429f-9d2c-d091775c99bc","aluminium"
"2bd34187-8a72-4c41-9bb1-8c7433bd0dab","nickel"
"7541d75e-a6ee-485e-a5a2-47716ccf0f7c","titanium"
"75ad1803-b1f3-4954-bfe7-16fc75ff603c","aluminium"
"31d8fdfe-b6c4-4b5d-b673-514675eed8bd","aluminium"
"822becb5-cb58-4dae-aab2-fc6854f514bb","copper"
"d12be844-9884-48fc-9f18-c60af1e4da7f","mercury"
"56489764-c551-4f36-89a8-713fc55d40d4","lead"
"8a67936c-1cf8-47f8-85b4-a0923a19be59","silver"
"c5ff95c1-7d74-408c-ace3-41e3e5ce0379","iron"
"3b3abb64-5cb5-46b6-8fab-409d9e4f09f8","brass"
"b8a3448e-af21-448e-88a4-6d4643a57009","gold"
"91dbdb44-e819-4e3b-9a03-ecd261e2e647","titanium"
"f51f1fe7-06b2-45f8-bd00-db8bc0985d8d","titanium"
"074c71d4-431a-4c0c-a4e4-42d32614eaa2","tin"
"564403cb-4595-45c3-8291-a4df444f7958","zinc"
"02d06257-ea47-4016-a781-485b30110a8f","aluminium"
